pos,signal,snr,fspl,label
771,-42,13.5,-85.12304727,0
772,-73,11.80000019,-84.49557027,0
773,-94,9.5,-89.57541606,0
774,-125,-3.5,-87.26132682,0
775,-75,11.80000019,-84.49557027,0
776,-100,11.80000019,-89.57541606,0
777,-99,-11.19999981,-85.12304727,0
778,-72,10,-84.49557027,0
779,-123,-2,-87.26132682,0
780,-42,13.80000019,-85.12304727,0
781,-72,10,-84.49557027,0
782,-40,13.5,-85.12304727,0
783,-123,-5.199999809,-87.26132682,0
784,-96,10,-89.57541606,0
785,-41,9,-85.12304727,0
786,-124,-5,-87.26132682,0
787,-73,8,-84.49557027,0
788,-97,7.800000191,-89.57541606,0
789,-76,11.5,-84.49557027,0
790,-45,12.80000019,-85.12304727,0
791,-101,9.800000191,-89.57541606,0
792,-41,14.19999981,-85.12304727,0
793,-97,10.19999981,-89.57541606,0
794,-72,9,-84.49557027,0
795,-121,-1.200000048,-87.26132682,0
796,-95,10,-89.57541606,0
797,-40,11,-85.12304727,0
798,-40,9.199999809,-85.12304727,0
799,-97,7.800000191,-89.57541606,0
800,-123,-5.199999809,-87.26132682,0
801,-40,12.5,-85.12304727,0
802,-119,-2.200000048,-87.26132682,0
803,-96,10.5,-89.57541606,0
804,-96,10,-89.57541606,0
805,-43,13.80000019,-85.12304727,0
806,-43,9,-85.12304727,0
807,-69,8.5,-84.49557027,0
808,-125,-5.199999809,-87.26132682,0
809,-95,9.5,-89.57541606,0
810,-42,11.80000019,-85.12304727,0
811,-121,-2.5,-87.26132682,0
812,-105,9,-89.57541606,0
813,-42,11.5,-85.12304727,0
814,-83,9.800000191,-84.49557027,0
815,-105,7.800000191,-89.57541606,0
816,-43,8.800000191,-85.12304727,0
817,-83,7.800000191,-84.49557027,0
818,-43,10.80000019,-85.12304727,0
819,-103,8,-89.57541606,0
820,-120,-2,-87.26132682,0
821,-40,8.800000191,-85.12304727,0
822,-95,7.199999809,-89.57541606,0
823,-45,13.19999981,-85.12304727,0
824,-99,12.19999981,-89.57541606,0
825,-95,9,-89.57541606,0
826,-41,14,-85.12304727,0
827,-96,10,-89.57541606,0
828,-119,-2,-87.26132682,0
829,-42,13.5,-85.12304727,0
830,-97,-10.80000019,-85.12304727,0
831,-123,-5.800000191,-87.26132682,0
832,-75,9.199999809,-84.49557027,0
833,-96,9.800000191,-89.57541606,0
834,-103,-11.80000019,-85.12304727,0
835,-102,12,-89.57541606,0
836,-121,0.5,-87.26132682,0
837,-41,10.80000019,-85.12304727,0
838,-75,11.19999981,-84.49557027,0
839,-120,0,-87.26132682,0
840,-103,9.199999809,-89.57541606,0
841,-45,14,-85.12304727,0
842,-70,10,-84.49557027,0
843,-49,13.80000019,-85.12304727,0
844,-125,-3.200000048,-87.26132682,0
845,-107,9.800000191,-89.57541606,0
846,-120,-0.5,-87.26132682,0
847,-45,12,-85.12304727,0
848,-120,-0.5,-87.26132682,0
849,-98,11.5,-89.57541606,0
850,-41,13.19999981,-85.12304727,0
851,-77,8.199999809,-84.49557027,0
852,-120,-2.5,-87.26132682,0
853,-45,11.80000019,-85.12304727,0
854,-100,9.5,-89.57541606,0
855,-119,-0.8000000119,-87.26132682,0
856,-40,11.5,-85.12304727,0
857,-102,9,-89.57541606,0
858,-72,8.800000191,-84.49557027,0
859,-42,10.5,-85.12304727,0
860,-123,-1.200000048,-87.26132682,0
861,-43,12.80000019,-85.12304727,0
862,-77,11.5,-84.49557027,0
863,-97,12,-84.75507686,0
864,-81,10.19999981,-84.97811207,0
865,-123,-5.199999809,-87.26132682,0
866,-123,-4,-87.26132682,0
867,-90,14,-84.75507686,0
868,-75,10.80000019,-84.97811207,0
869,-75,11,-84.97811207,0
870,-89,11.19999981,-84.75507686,0
871,-125,-4,-87.26132682,0
872,-109,8.199999809,-83.488743,0
873,-69,8.5,-84.97811207,0
874,-89,11.80000019,-84.75507686,0
875,-108,7.199999809,-83.488743,0
876,-71,9.199999809,-84.97811207,0
877,-93,13.19999981,-84.75507686,0
878,-91,9,-84.75507686,0
879,-123,-3,-87.26132682,0
880,-113,8.199999809,-83.488743,0
881,-90,10.80000019,-84.75507686,0
882,-73,10,-84.97811207,0
883,-109,8.800000191,-83.488743,0
884,-121,-2,-87.26132682,0
885,-93,13,-84.75507686,0
886,-97,13.5,-84.75507686,0
887,-125,-2,-87.26132682,0
888,-85,11,-84.97811207,0
889,-103,10,-84.75507686,0
890,-126,-1,-87.26132682,0
891,-117,8,-83.488743,0
892,-125,-2,-87.26132682,0
893,-91,8.800000191,-84.75507686,0
894,-113,7.5,-83.488743,0
895,-71,7.800000191,-84.97811207,0
896,-124,-4,-87.26132682,0
897,-81,9.800000191,-84.97811207,0
898,-119,7.800000191,-83.488743,0
899,-95,13.5,-84.75507686,0
900,-75,10,-84.97811207,0
901,-125,-4.800000191,-87.26132682,0
902,-89,11.5,-84.75507686,0
903,-73,10.19999981,-84.97811207,0
904,-114,7.199999809,-83.488743,0
905,-124,-5.5,-87.26132682,0
906,-93,14,-84.75507686,0
907,-69,10,-84.97811207,0
908,-90,12.5,-84.75507686,0
909,-110,7.800000191,-83.488743,0
910,-91,11.5,-84.75507686,0
911,-124,-6.199999809,-87.26132682,0
912,-113,7.199999809,-83.488743,0
913,-124,-3.200000048,-87.26132682,0
914,-90,9.800000191,-84.75507686,0
915,-125,-5.199999809,-87.26132682,0
916,-109,8.800000191,-83.488743,0
917,-71,10.5,-84.97811207,0
918,-97,12,-84.75507686,0
919,-122,-3.200000048,-87.26132682,0
920,-113,8.5,-83.488743,0
921,-72,8.5,-84.97811207,0
922,-89,9.5,-84.75507686,0
923,-71,9,-84.97811207,0
924,-111,7,-83.488743,0
925,-124,-3.799999952,-87.26132682,0
926,-72,9.800000191,-84.97811207,0
927,-123,-3.5,-87.26132682,0
928,-89,10,-84.75507686,0
929,-124,-4.5,-87.26132682,0
930,-90,8.199999809,-84.75507686,0
931,-124,-3.799999952,-87.26132682,0
932,-111,6.5,-83.488743,0
933,-71,10.19999981,-84.97811207,0
934,-105,7,-83.488743,0
935,-89,13.5,-84.75507686,0
936,-93,13,-84.75507686,0
937,-121,-2.200000048,-87.26132682,0
938,-114,5.199999809,-83.488743,0
939,-121,-0.5,-87.26132682,0
940,-90,11.80000019,-84.75507686,0
941,-114,6.800000191,-83.488743,0
942,-112,7,-83.488743,0
943,-90,10,-84.75507686,0
944,-123,-3.5,-87.26132682,0
945,-110,7.5,-83.488743,0
946,-123,-1.799999952,-87.26132682,0
947,-69,8.199999809,-84.97811207,0
948,-72,9.5,-84.97811207,0
949,-124,-2.5,-87.26132682,0
950,-112,7.800000191,-83.488743,0
951,-114,7.199999809,-83.488743,0
952,-96,10.19999981,-84.75507686,0
953,-78,10.19999981,-84.97811207,0
954,-95,9.800000191,-84.75507686,0
955,-123,-3.799999952,-87.26132682,0
956,-72,10.5,-84.97811207,0
957,-101,7.5,-84.75507686,0
958,-113,5.800000191,-83.488743,0
959,-121,-3.200000048,-87.26132682,0
960,-87,9,-84.75507686,0
961,-114,7.800000191,-83.488743,0
962,-124,-3.799999952,-87.26132682,0
963,-126,-1.5,-87.26132682,0
964,-101,12,-84.75507686,0
965,-119,7.5,-83.488743,0
966,-101,9.800000191,-110.7309695,0
967,-89,9.5,-114.375761,0
968,-108,7,-114.3833824,0
969,-87,10,-113.3025657,0
970,-87,8.800000191,-114.3861278,0
971,-108,5.5,-126.3249743,0
972,-106,8,-126.1015144,0
973,-102,10.19999981,-121.6889921,0
974,-101,6,-114.3833824,0
975,-96,9.5,-111.5845156,0
976,-82,9.5,-114.375761,0
977,-119,6.800000191,-126.3249743,0
978,-96,8.199999809,-111.5845156,0
979,-93,8.5,-114.3861278,0
980,-107,6.199999809,-114.3833824,0
981,-97,8,-114.375761,0
982,-83,11.19999981,-114.375761,0
983,-89,10.19999981,-113.3025657,0
984,-91,9,-114.3861278,0
985,-113,5.5,-114.3833824,0
986,-113,7.5,-126.3249743,0
987,-85,-4.199999809,-114.3861278,0
988,-124,-10.5,-114.274382,0
989,-125,-6.800000191,-114.274382,0
990,-87,7,-114.375761,0
991,-89,8.800000191,-119.6856064,0
992,-89,7.800000191,-119.3319429,0
993,-55,9.199999809,-114.6151824,0
994,-83,7.800000191,-119.3319429,0
995,-108,6.5,-126.3249743,0
996,-55,8.5,-114.6151824,0
997,-100,8.800000191,-121.6889921,0
998,-87,7.800000191,-114.375761,0
999,-55,10.5,-114.6151824,0
1000,-104,8.800000191,-114.3833824,0
1001,-83,10.5,-114.375761,0
1002,-79,11.80000019,-113.3025657,0
1003,-88,12,-114.3861278,0
1004,-93,-14,-102.1067738,0
1005,-105,-5.800000191,-79.96973609,0
1006,-78,9.5,-97.83295893,0
1007,-106,-10,-104.6746496,0
1008,-107,-8.5,-92.91316149,0
1009,-75,9.5,-95.47783613,0
1010,-123,-14,-123.7158354,0
1011,-121,7,-86.22685397,0
1012,-101,11.19999981,-91.62739531,0
1013,-97,12.5,-94.0304669,0
1014,-93,11.5,-93.13465424,0
1015,-99,11.19999981,-91.62739531,0
1016,-120,7,-86.22685397,0
1017,-124,-14.19999981,-123.7158354,0
1018,-89,12.5,-94.0304669,0
1019,-81,10.19999981,-87.41396264,0
1020,-95,11.80000019,-93.13465424,0
1021,-84,11.80000019,-87.41396264,0
1022,-95,11.19999981,-86.22685397,0
1023,-103,12.19999981,-91.62739531,0
1024,-125,-11.80000019,-123.7158354,0
1025,-97,11,-93.13465424,0
1026,-99,8.800000191,-91.62739531,0
1027,-90,7.5,-93.13465424,0
1028,-90,7.800000191,-86.22685397,0
1029,-89,8.800000191,-94.0304669,0
1030,-79,7.199999809,-87.41396264,0
1031,-101,8.800000191,-91.62739531,0
1032,-94,9,-86.22685397,0
1033,-123,-15.5,-123.7158354,0
1034,-91,10.19999981,-94.0304669,0
1035,-103,11.80000019,-91.62739531,0
1036,-84,10.19999981,-87.41396264,0
1037,-96,10.19999981,-86.22685397,0
1038,-91,9.800000191,-93.13465424,0
1039,-83,10.80000019,-87.41396264,0
1040,-90,8.5,-94.0304669,0
1041,-111,6.800000191,-86.22685397,0
1042,-89,12,-94.0304669,0
1043,-99,10.80000019,-91.62739531,0
1044,-77,9.199999809,-87.41396264,0
1045,-90,11.80000019,-93.13465424,0
1046,-115,7.5,-86.22685397,0
1047,-121,-15.19999981,-123.7158354,0
1048,-89,10.5,-94.0304669,0
1049,-97,11,-91.62739531,0
1050,-91,8.199999809,-93.13465424,0
1051,-91,9.5,-93.13465424,0
1052,-100,10.5,-91.62739531,0
1053,-90,8.800000191,-86.22685397,0
1054,-77,9,-87.41396264,0
1055,-89,9.5,-93.13465424,0
1056,-116,6.5,-86.22685397,0
1057,-89,11.5,-94.0304669,0
1058,-99,10.19999981,-91.62739531,0
1059,-89,10,-86.22685397,0
1060,-100,10.5,-91.62739531,0
1061,-75,9.5,-87.41396264,0
1062,-89,8.800000191,-93.13465424,0
1063,-80,12,-87.41396264,0
1064,-90,9.199999809,-93.13465424,0
1065,-117,6.800000191,-86.22685397,0
1066,-89,11.80000019,-94.0304669,0
1067,-91,10.5,-94.0304669,0
1068,-81,11.5,-87.41396264,0
1069,-101,12.19999981,-91.62739531,0
1070,-91,9.199999809,-93.13465424,0
1071,-91,8.5,-94.0304669,0
1072,-79,6,-87.41396264,0
1073,-100,8.199999809,-91.62739531,0
1074,-91,7.800000191,-93.13465424,0
1075,-95,8.5,-93.13465424,0
1076,-81,11,-87.41396264,0
1077,-101,11,-91.62739531,0
1078,-88,9,-94.0304669,0
1079,-102,10.5,-91.62739531,0
1080,-95,10,-86.22685397,0
1081,-89,8,-94.0304669,0
1082,-88,9.5,-93.13465424,0
1083,-91,9.5,-87.41396264,0
1084,-97,9,-93.13465424,0
1085,-125,7,-86.22685397,0
1086,-103,9.800000191,-91.62739531,0
1087,-93,10,-94.0304669,0
1088,-107,11.5,-91.62739531,0
1089,-99,9.800000191,-86.22685397,0
1090,-84,11,-87.41396264,0
1091,-99,8.199999809,-93.13465424,0
1092,-100,10,-91.62739531,0
1093,-90,10.19999981,-94.0304669,0
1094,-105,9.5,-91.62739531,0
1095,-94,12.80000019,-93.13465424,0
1096,-89,10,-94.0304669,0
1097,-95,12,-86.22685397,0
1098,-78,8.800000191,-87.41396264,0
1099,-103,11.80000019,-91.62739531,0
1100,-108,10.5,-93.13465424,0
1101,-89,10,-94.0304669,0
1102,-126,2,-86.22685397,0
1103,-76,10.19999981,-87.41396264,0
1104,-101,1.799999952,-161.0279992,0
1105,-90,9.800000191,-161.0379892,0
1106,-98,5.5,-161.0365105,0
1107,-97,6.199999809,-161.0318435,0
1108,-105,12.5,-91.37497985,0
1109,-99,4.5,-161.0325052,0
1110,-93,8.5,-161.0379892,0
1111,-104,-2.200000048,-161.0288882,0
1112,-95,12.19999981,-91.37497985,0
1113,-106,-12,-161.0409263,0
1114,-99,11.80000019,-76.00505441,0
1115,-70,10.19999981,-92.11660127,0
1116,-29,10.80000019,-80.84227168,0
1117,-93,12.80000019,-76.00505441,0
1118,-37,11.19999981,-80.84227168,0
1119,-78,10.5,-92.11660127,0
1120,-97,10.19999981,-76.00505441,0
1121,-73,11.80000019,-92.11660127,0
1122,-95,10.5,-76.00505441,0
1123,-43,10.5,-80.84227168,0
1124,-45,11.5,-83.80998302,0
1125,-72,7.800000191,-92.11660127,0
1126,-93,7,-87.79942977,0
1127,-30,12.19999981,-80.84227168,0
1128,-91,12.19999981,-87.79942977,0
1129,-43,13.80000019,-83.80998302,0
1130,-87,14.19999981,-76.00505441,0
1131,-35,13.80000019,-80.84227168,0
1132,-95,13.5,-87.79942977,0
1133,-77,14.80000019,-92.11660127,0
1134,-84,11.80000019,-76.00505441,0
1135,-30,10.19999981,-80.84227168,0
1136,-42,12.80000019,-83.80998302,0
1137,-82,10.5,-76.00505441,0
1138,-30,12.80000019,-80.84227168,0
1139,-85,9.5,-76.00505441,0
1140,-37,8.800000191,-83.80998302,0
1141,-100,11.80000019,-87.79942977,0
1142,-75,10.19999981,-92.11660127,0
1143,-42,12.80000019,-83.80998302,0
1144,-41,15,-83.80998302,0
1145,-84,13.5,-76.00505441,0
1146,-94,12,-87.79942977,0
1147,-83,9.5,-76.00505441,0
1148,-30,13.80000019,-80.84227168,0
1149,-100,11,-87.79942977,0
1150,-103,11.80000019,-87.79942977,0
1151,-90,12.5,-76.00505441,0
1152,-57,10.80000019,-83.80998302,0
1153,-37,12.5,-80.84227168,0
1154,-101,11,-87.79942977,0
1155,-91,14.5,-76.00505441,0
1156,-55,12.19999981,-83.80998302,0
1157,-103,13.80000019,-87.79942977,0
1158,-95,-11.19999981,-80.84227168,0
1159,-90,10,-76.00505441,0
1160,-113,4.199999809,-118.7045162,0
1161,-108,7.800000191,-118.2117656,0
1162,-55,10.19999981,-124.4027228,0
1163,-91,8.5,-123.8790063,0
1164,-96,8.5,-124.4226922,0
1165,-84,7.5,-124.3199238,0
1166,-93,9.5,-123.8790063,0
1167,-55,10,-124.4027228,0
1168,-111,9.800000191,-118.2117656,0
1169,-120,-9.199999809,-124.3451908,0
1170,-84,10.80000019,-124.3199238,0
1171,-125,-3.200000048,-118.124938,0
1172,-117,-3.5,-124.3451908,0
1173,-125,4.5,-118.7045162,0
1174,-93,8.199999809,-124.3199238,0
1175,-90,8,-124.4226922,0
1176,-54,8.800000191,-124.4027228,0
1177,-86,8.199999809,-124.4332202,0
1178,-89,8,-123.8790063,0
1179,-108,7.5,-123.6661184,0
1180,-89,6.5,-124.4226922,0
1181,-59,9,-124.4027228,0
1182,-112,7.800000191,-123.6661184,0
1183,-108,7,-123.6141277,0
1184,-119,7.199999809,-123.6913986,0
1185,-109,8.800000191,-124.4226922,0
1186,-84,13.80000019,-114.3861278,0
1187,-85,12.80000019,-123.492995,0
1188,-101,-15,-94.50711986,0
1189,-40,14,-83.94822541,0
1190,-48,10.19999981,-107.1518318,0
1191,-84,14.19999981,-127.9709548,0
1192,-83,9.800000191,-105.3581026,0
1193,-41,14,-83.94822541,0
1194,-64,10.80000019,-72.86321939,0
1195,-103,-9.199999809,-93.95583041,0
1196,-85,8.199999809,-105.3581026,0
1197,-87,9.800000191,-105.5779067,0
1198,-103,-6.5,-93.95583041,0
1199,-49,8.800000191,-107.1518318,0
1200,-100,-9.800000191,-89.45533586,0
1201,-85,10.19999981,-127.9709548,0
1202,-90,8.5,-127.8122242,0
1203,-103,-7,-93.95583041,0
1204,-66,7.800000191,-72.86321939,0
1205,-41,8.800000191,-107.1518318,0
1206,-93,11,-127.9709548,0
1207,-89,9.800000191,-117.1168777,0
1208,-90,13.19999981,-123.492995,0
1209,-85,11,-116.8167277,0
1210,-73,10.19999981,-72.86321939,0
1211,-115,-13.19999981,-100.1967069,0
1212,-87,10.80000019,-127.9709548,0
1213,-111,5.800000191,-81.9475056,0
1214,-46,13,-107.1518318,0
1215,-77,10.19999981,-72.86321939,0
1216,-103,-8.800000191,-95.96361565,0
1217,-97,-16,-95.19999875,0
1218,-117,-2.799999952,-91.91543566,0
1219,-119,-7.5,-95.68001063,0
1220,-85,6.800000191,-114.3861278,0
1221,-99,10.5,-127.8122242,0
1222,-120,-3,-91.91543566,0
1223,-87,13.19999981,-127.859993,0
1224,-73,14.19999981,-72.86321939,0
1225,-104,-10.5,-93.95583041,0
1226,-95,14,-80.75442901,0
1227,-99,-11.19999981,-91.14198253,0
1228,-42,13.19999981,-83.94822541,0
1229,-71,13,-80.23940637,0
1230,-89,11.80000019,-106.1771093,0
1231,-115,-3,-91.91543566,0
1232,-107,7.5,-81.9475056,0
1233,-70,11.80000019,-80.23940637,0
1234,-99,-10.19999981,-91.14198253,0
1235,-97,10.80000019,-80.75442901,0
1236,-94,11.80000019,-127.8122242,0
1237,-42,14.5,-83.94822541,0
1238,-71,10.80000019,-72.86321939,0
1239,-104,-15,-93.95583041,0
1240,-44,12.80000019,-107.1518318,0
1241,-105,-11,-93.95583041,0
1242,-47,12.80000019,-83.94822541,0
1243,-73,10.5,-72.86321939,0
1244,-89,13,-105.5779067,0
1245,-89,11.80000019,-106.1771093,0
1246,-91,10,-114.3861278,0
1247,-90,9.5,-123.492995,0
1248,-88,12.5,-127.9709548,0
1249,-48,13,-83.94822541,0
1250,-73,11.19999981,-72.86321939,0
1251,-63,9.199999809,-77.31809797,0
1252,-90,11.5,-105.3581026,0
1253,-93,9,-124.6305229,0
1254,-88,10.19999981,-114.3861278,0
1255,-88,12.80000019,-123.492995,0
1256,-87,11.19999981,-80.23940637,0
1257,-103,8.5,-81.9475056,0
1258,-104,-5.800000191,-93.95583041,0
1259,-91,10.19999981,-124.6305229,0
1260,-45,13.19999981,-83.94822541,0
1261,-97,10,-124.6515507,0
1262,-91,11.19999981,-125.5060118,0
1263,-113,10.19999981,-124.4994805,0
1264,-114,8.5,-125.3187073,0
1265,-96,10.5,-124.9931843,0
1266,-86,9.199999809,-124.9931843,0
1267,-96,8.199999809,-124.6515507,0
1268,-113,6,-125.1743984,0
1269,-108,8.800000191,-124.4994805,0
1270,-101,7.5,-124.7747428,0
1271,-112,6,-124.874164,0
1272,-112,6,-125.3187073,0
1273,-93,9.800000191,-124.9931843,0
1274,-54,8.199999809,-124.6814942,0
1275,-95,8.199999809,-124.6515507,0
1276,-52,7.199999809,-124.6814942,0
1277,-99,9.5,-122.8981095,0
1278,-88,7.800000191,-124.9931843,0
1279,-96,6,-124.6515507,0
1280,-90,1.799999952,-124.6305229,0
1281,-95,9.800000191,-122.8981095,0
1282,-114,4.800000191,-125.4331182,0
1283,-111,6.199999809,-125.3554669,0
1284,-89,7.5,-124.6305229,0
1285,-95,8.800000191,-124.6515507,0
1286,-89,10,-125.5060118,0
1287,-91,8.5,-124.6305229,0
1288,-112,6.5,-125.3187073,0
1289,-109,7.199999809,-124.4994805,0
1290,-103,5,-118.5199553,0
1291,-108,7.5,-124.4994805,0
1292,-111,8.5,-124.874164,0
1293,-96,8.5,-124.6515507,0
1294,-112,4,-124.6814007,0
1295,-100,10,-118.5199553,0
1296,-102,10.5,-122.8981095,0
1297,-117,7,-120.3282753,0
1298,-61,9,-124.6814942,0
1299,-109,8.5,-124.6515507,0
1300,-95,10,-124.6305229,0
1301,-114,3.200000048,-125.2904734,0
1302,-115,5.5,-125.1743984,0
1303,-105,8,-124.8377246,0
1304,-96,8,-124.6515507,0
1305,-58,8.800000191,-124.6814942,0
1306,-115,8,-124.874164,0
1307,-63,8.5,-124.6814942,0
1308,-111,8.5,-124.7747428,0
1309,-97,8.800000191,-125.5060118,0
1310,-102,10.19999981,-122.8981095,0
1311,-107,8.5,-83.21615235,0
1312,-105,10.19999981,-124.7747428,0
1313,-105,7.800000191,-123.6141277,0
1314,-111,7.5,-127.4012547,0
1315,-88,7.800000191,-105.7568708,0
1316,-103,8,-118.1694236,0
1317,-95,7,-105.6741636,0
1318,-108,7.800000191,-118.1770383,0
1319,-65,9.800000191,-106.2578343,0
1320,-99,8.800000191,-123.0813402,0
1321,-111,7.800000191,-110.7058683,0
1322,-103,8.199999809,-123.6141277,0
1323,-105,10.5,-124.7747428,0
1324,-99,9,-104.3157361,0
1325,-125,-13,-105.4244844,0
1326,-101,7.800000191,-127.3419981,0
1327,-65,8,-106.2578343,0
1328,-113,-2.5,-105.6218377,0
1329,-93,7.5,-105.6741636,0
1330,-90,9,-105.7568708,0
1331,-106,8.199999809,-118.1770383,0
1332,-108,6.800000191,-110.7058683,0
1333,-65,10.5,-106.2578343,0
1334,-89,9.199999809,-105.7568708,0
1335,-102,8.5,-105.6741636,0
1336,-6,12,-122.8074371,0
1337,-7,14,-122.8074371,0
1338,-7,12,-122.8074371,0
1339,-6,13.80000019,-122.8074371,0
1340,-5,13.5,-122.8074371,0
1341,-5,12,-122.8074371,0
1342,-102,-15.5,-97.17968573,0
1343,-11,13.80000019,-122.8074371,0
1344,-9,12.5,-122.8074371,0
1345,-6,12.80000019,-122.8074371,0
1346,-66,10,-110.6144715,0
1347,-95,10.80000019,-127.0220654,0
1348,-97,11.5,-128.1221063,0
1349,-51,10.19999981,-108.1588058,0
1350,-77,10,-109.7135315,0
1351,-123,-14.19999981,-123.8646031,0
1352,-93,10.5,-89.92014084,0
1353,-89,10,-97.39391669,0
1354,-90,9.800000191,-97.79428138,0
1355,-83,9.5,-91.92690296,0
1356,-123,-8.800000191,-123.7239859,0
1357,-89,8.199999809,-89.92014084,0
1358,-125,-16,-123.6382739,0
1359,-99,8.800000191,-89.92014084,0
1360,-96,10,-97.39391669,0
1361,-125,-9.199999809,-123.7239859,0
1362,-97,8.5,-97.79428138,0
1363,-93,10.5,-97.39391669,0
1364,-84,9,-91.92690296,0
1365,-101,7,-93.83553629,0
1366,-123,-15.19999981,-123.6382739,0
1367,-91,10.5,-97.79428138,0
1368,-96,10.19999981,-97.39391669,0
1369,-105,11.19999981,-93.83553629,0
1370,-124,-8.199999809,-123.7239859,0
1371,-87,8.800000191,-97.79428138,0
1372,-92,9.800000191,-89.92014084,0
1373,-125,-16,-123.6382739,0
1374,-90,9,-97.79428138,0
1375,-95,11.19999981,-97.39391669,0
1376,-103,10.5,-93.83553629,0
1377,-125,-8.800000191,-123.7239859,0
1378,-99,11.5,-97.39391669,0
1379,-125,-16.79999924,-123.6382739,0
1380,-94,9.800000191,-97.79428138,0
1381,-105,11.5,-93.83553629,0
1382,-97,9,-97.79428138,0
1383,-99,10.19999981,-89.92014084,0
1384,-123,-17,-123.6382739,0
1385,-107,11.5,-93.83553629,0
1386,-125,-8.199999809,-123.7239859,0
1387,-97,12.5,-97.39391669,0
1388,-89,10,-91.92690296,0
1389,-123,-11.80000019,-123.7239859,0
1390,-90,9.800000191,-97.79428138,0
1391,-125,-8.5,-123.7239859,0
1392,-93,9.199999809,-97.79428138,0
1393,-97,11,-97.39391669,0
1394,-123,-14.5,-123.6382739,0
1395,-87,9.800000191,-91.92690296,0
1396,-121,-8,-123.7239859,0
1397,-102,10.19999981,-93.83553629,0
1398,-89,9.5,-97.39391669,0
1399,-90,8.5,-97.79428138,0
1400,-121,-14.19999981,-123.6382739,0
1401,-100,8.199999809,-93.83553629,0
1402,-93,8.5,-97.39391669,0
1403,-124,-16.20000076,-123.6382739,0
1404,-84,5.800000191,-91.92690296,0
1405,-121,-9.800000191,-123.7239859,0
1406,-90,9.5,-97.79428138,0
1407,-105,8.800000191,-93.83553629,0
1408,-123,-16.79999924,-123.6382739,0
1409,-121,-7.800000191,-123.7239859,0
1410,-84,10,-91.92690296,0
1411,-122,-9.5,-123.7239859,0
1412,-84,9.800000191,-91.92690296,0
1413,-94,11.80000019,-97.39391669,0
1414,-89,8,-97.79428138,0
1415,-99,9.5,-97.39391669,0
1416,-99,9.199999809,-97.79428138,0
1417,-89,10.5,-91.92690296,0
1418,-125,-9.5,-123.7239859,0
1419,-101,8.199999809,-97.79428138,0
1420,-107,11.5,-93.83553629,0
1421,-122,-9.800000191,-123.7239859,0
1422,-93,9.5,-91.92690296,0
1423,-95,8,-91.92690296,0
1424,-107,11.80000019,-93.83553629,0
1425,-103,11.19999981,-97.39391669,0
1426,-101,9.5,-97.79428138,0
1427,-125,-10,-123.7239859,0
1428,-95,11.19999981,-97.39391669,0
1429,-121,-15.19999981,-123.6382739,0
1430,-84,9.199999809,-91.92690296,0
1431,-124,-9.800000191,-123.7239859,0
1432,-89,8.5,-97.79428138,0
1433,-105,11.19999981,-93.83553629,0
1434,-124,-9.800000191,-123.7239859,0
1435,-87,9,-97.79428138,0
1436,-95,10.19999981,-97.39391669,0
1437,-85,9.5,-91.92690296,0
1438,-121,-14.80000019,-123.6382739,0
1439,-89,10.19999981,-97.39391669,0
1440,-120,-8.800000191,-123.7239859,0
1441,-91,10.5,-97.79428138,0
1442,-90,9.5,-91.92690296,0
1443,-94,9.800000191,-97.79428138,0
1444,-124,-9.800000191,-123.7239859,0
1445,-101,10,-93.83553629,0
1446,-85,8,-91.92690296,0
1447,-101,7.800000191,-93.83553629,0
1448,-123,-9,-123.7239859,0
1449,-90,10,-97.79428138,0
1450,-95,10,-97.79428138,0
1451,-103,10.19999981,-97.39391669,0
1452,-123,-8.800000191,-123.7239859,0
1453,-107,11.80000019,-93.83553629,0
1454,-103,9.199999809,-97.39391669,0
1455,-97,11.19999981,-97.79428138,0
1456,-123,-9,-123.7239859,0
1457,-97,6.5,-91.92690296,0
1458,-125,-9.199999809,-123.7239859,0
1459,-95,10.19999981,-97.39391669,0
1460,-94,11,-97.39391669,0
1461,-95,11.80000019,-91.92690296,0
1462,-102,8.5,-93.83553629,0
1463,-122,-14.80000019,-123.6382739,0
1464,-123,-9,-123.7239859,0
1465,-123,-15,-123.6382739,0
1466,-125,-9.800000191,-123.7239859,0
1467,-87,11.19999981,-91.92690296,0
1468,-94,7.199999809,-93.83553629,0
1469,-90,10.19999981,-97.79428138,0
1470,-91,7.800000191,-91.92690296,0
1471,-123,-9.5,-123.7239859,0
1472,-89,9.800000191,-97.79428138,0
1473,-94,8.800000191,-97.39391669,0
1474,-90,7,-93.83553629,0
1475,-123,-14,-123.7158354,0
1476,-121,7,-86.22685397,0
1477,-101,11.19999981,-91.62739531,0
1478,-97,12.5,-94.0304669,0
1479,-93,11.5,-93.13465424,0
1480,-99,11.19999981,-91.62739531,0
1481,-120,7,-86.22685397,0
1482,-124,-14.19999981,-123.7158354,0
1483,-89,12.5,-94.0304669,0
1484,-81,10.19999981,-87.41396264,0
1485,-95,11.80000019,-93.13465424,0
1486,-84,11.80000019,-87.41396264,0
1487,-95,11.19999981,-86.22685397,0
1488,-103,12.19999981,-91.62739531,0
1489,-125,-11.80000019,-123.7158354,0
1490,-97,11,-93.13465424,0
1491,-99,8.800000191,-91.62739531,0
1492,-90,7.5,-93.13465424,0
1493,-90,7.800000191,-86.22685397,0
