pos,signal,snr,fspl,label
606,3.98E-13,9,1.10E-12,0
607,5.01E-10,12.5,5.55E-12,0
608,6.31E-13,10,1.08E-12,0
609,5.01E-13,10.5,3.35E-12,0
610,1.00E-09,10,5.55E-12,0
611,5.01E-14,11.80000019,1.10E-12,0
612,1.00E-12,11.5,3.35E-12,0
613,3.16E-13,9.800000191,1.10E-12,0
614,1.00E-09,12.5,5.55E-12,0
615,1.00E-09,12,5.55E-12,0
616,2.51E-13,9.800000191,1.10E-12,0
617,1.58E-09,8.800000191,5.55E-12,0
618,3.16E-13,7.800000191,1.10E-12,0
619,2.00E-13,10.19999981,1.08E-12,0
620,5.01E-10,12.19999981,5.55E-12,0
621,1.58E-13,10.80000019,1.10E-12,0
622,3.16E-13,9.5,1.10E-12,0
623,1.58E-09,10.80000019,5.55E-12,0
624,1.26E-12,12.80000019,3.35E-12,0
625,5.01E-10,12.5,5.55E-12,0
626,6.31E-14,9.5,1.10E-12,0
627,1.26E-12,12.19999981,3.35E-12,0
628,1.58E-09,8.5,5.55E-12,0
629,1.26E-12,8,3.35E-12,0
630,3.16E-13,7.800000191,1.08E-12,0
631,3.98E-09,9,5.55E-12,0
632,2.51E-12,7.5,3.35E-12,0
633,1.00E-09,12.80000019,5.55E-12,0
634,1.58E-13,12,1.10E-12,0
635,2.00E-13,10.19999981,1.08E-12,0
636,7.94E-13,12,3.35E-12,0
637,1.26E-09,9.5,5.55E-12,0
638,6.31E-13,11.80000019,3.35E-12,0
639,3.98E-13,9.5,1.08E-12,0
640,1.58E-13,11.80000019,1.10E-12,0
641,1.00E-09,13,5.55E-12,0
642,1.26E-13,10.19999981,1.10E-12,0
643,7.94E-13,9.5,3.35E-12,0
644,2.00E-13,12,1.10E-12,0
645,2.51E-13,10.19999981,1.08E-12,0
646,1.00E-09,12.19999981,5.55E-12,0
647,3.98E-13,8,1.08E-12,0
648,2.51E-13,7.800000191,1.10E-12,0
649,7.94E-10,9,5.55E-12,0
650,3.16E-13,8.800000191,1.08E-12,0
651,1.26E-09,12.5,5.55E-12,0
652,7.94E-10,11.19999981,5.55E-12,0
653,5.01E-13,9.5,3.35E-12,0
654,2.00E-13,9,1.10E-12,0
655,3.16E-13,8.800000191,1.10E-12,0
656,1.26E-12,9.5,3.35E-12,0
657,1.26E-09,11.5,5.55E-12,0
658,3.16E-13,13.5,1.08E-12,0
659,2.00E-08,11.80000019,1.66E-12,0
660,6.31E-11,10.5,3.55E-12,0
661,7.94E-15,6.5,4.48E-12,0
662,7.94E-11,8.5,3.55E-12,0
663,3.16E-08,8.199999809,1.66E-12,0
664,6.31E-15,8.800000191,4.48E-12,0
665,2.51E-08,12.5,1.66E-12,0
666,6.31E-11,12.5,3.55E-12,0
667,2.00E-11,12.19999981,3.55E-12,0
668,2.51E-13,9.800000191,1.08E-12,0
669,1.58E-08,11.80000019,1.66E-12,0
670,3.98E-15,8.800000191,4.48E-12,0
671,6.31E-11,12.80000019,3.55E-12,0
672,3.16E-08,12,1.66E-12,0
673,7.94E-13,10,1.08E-12,0
674,5.01E-11,12.5,3.55E-12,0
675,3.16E-08,11.5,1.66E-12,0
676,7.94E-13,9.800000191,1.08E-12,0
677,7.94E-15,7,4.48E-12,0
678,3.16E-08,11,1.66E-12,0
679,7.94E-11,12,3.55E-12,0
680,7.94E-13,8.800000191,1.08E-12,0
681,5.01E-11,11.5,3.55E-12,0
682,2.00E-08,12,1.66E-12,0
683,2.51E-08,11.5,1.66E-12,0
684,1.26E-10,10.19999981,3.55E-12,0
685,3.16E-08,12.19999981,1.66E-12,0
686,5.01E-11,10,3.55E-12,0
687,5.01E-15,8.800000191,4.48E-12,0
688,1.26E-12,11.80000019,1.08E-12,0
689,6.31E-11,11.5,3.55E-12,0
690,2.51E-08,13,1.66E-12,0
691,6.31E-15,7,4.48E-12,0
692,3.16E-13,10.5,1.08E-12,0
693,2.00E-14,-10.80000019,1.66E-12,0
694,1.26E-11,10,3.55E-12,0
695,7.94E-14,7.800000191,1.08E-12,0
696,3.16E-11,7.800000191,3.55E-12,0
697,7.94E-09,8.199999809,1.66E-12,0
698,6.31E-15,6.199999809,4.48E-12,0
699,1.26E-11,11.5,3.55E-12,0
700,7.94E-09,12,1.66E-12,0
701,3.16E-15,6.800000191,4.48E-12,0
702,1.26E-11,10.5,3.55E-12,0
703,5.01E-09,12.19999981,1.66E-12,0
704,5.01E-11,11.80000019,3.55E-12,0
705,2.00E-08,11,1.66E-12,0
706,5.01E-13,9.5,1.08E-12,0
707,2.00E-13,9,1.08E-12,0
708,1.26E-11,13.80000019,3.55E-12,0
709,1.58E-08,12.5,1.66E-12,0
710,3.98E-15,8,4.48E-12,0
711,6.31E-15,6.199999809,4.48E-12,0
712,3.16E-08,9,1.66E-12,0
713,7.94E-11,8.5,3.55E-12,0
714,1.26E-14,7.800000191,4.48E-12,0
715,1.58E-08,9.5,1.66E-12,0
716,5.01E-14,7,1.08E-12,0
717,2.00E-11,9,3.55E-12,0
718,5.01E-11,11,3.55E-12,0
719,1.00E-12,10,1.08E-12,0
720,7.94E-15,7.5,4.48E-12,0
721,3.16E-08,11.5,1.66E-12,0
722,1.26E-12,10.5,1.08E-12,0
723,3.16E-08,11,1.66E-12,0
724,6.31E-11,10,3.55E-12,0
725,5.01E-09,8.800000191,1.66E-12,0
726,2.00E-11,7.199999809,3.55E-12,0
727,3.16E-08,11.5,1.66E-12,0
728,1.00E-14,8,4.48E-12,0
729,7.94E-11,10.80000019,3.55E-12,0
730,2.51E-08,12,1.66E-12,0
731,7.94E-11,11,3.55E-12,0
732,7.94E-13,8.800000191,1.08E-12,0
733,5.01E-08,8.800000191,1.66E-12,0
734,1.00E-12,12.80000019,1.08E-12,0
735,5.01E-11,9,3.55E-12,0
736,3.16E-09,9.800000191,1.66E-12,0
737,3.16E-12,10,3.55E-12,0
738,2.00E-13,11,1.08E-12,0
739,5.01E-15,6.199999809,4.48E-12,0
740,6.31E-08,9.5,1.66E-12,0
741,6.31E-11,9.800000191,3.55E-12,0
742,1.58E-08,11.19999981,1.66E-12,0
743,5.01E-11,11.5,3.55E-12,0
744,2.51E-15,5.800000191,4.48E-12,0
745,5.01E-15,5.800000191,4.48E-12,0
746,5.01E-08,9.800000191,1.66E-12,0
747,5.01E-11,11,3.55E-12,0
748,6.31E-08,10,1.66E-12,0
749,3.98E-13,11.19999981,1.08E-12,0
750,6.31E-11,13.19999981,3.55E-12,0
751,5.01E-15,5.5,4.48E-12,0
752,7.94E-11,11.19999981,3.55E-12,0
753,5.01E-15,6,4.48E-12,0
754,6.31E-08,10.19999981,1.66E-12,0
755,3.98E-13,11.19999981,1.08E-12,0
756,1.26E-13,11,1.08E-12,0
757,2.00E-15,6.5,4.48E-12,0
758,5.01E-09,10.19999981,1.66E-12,0
759,1.26E-11,13,3.55E-12,0
760,5.01E-14,11.80000019,1.08E-12,0
761,5.01E-09,9.5,1.66E-12,0
762,3.16E-12,8.800000191,3.55E-12,0
763,6.31E-08,10.19999981,1.66E-12,0
764,5.01E-13,10.19999981,1.08E-12,0
765,7.94E-08,9.5,1.66E-12,0
766,7.94E-11,12.80000019,3.55E-12,0
767,5.01E-08,9.800000191,1.66E-12,0
768,6.31E-11,10.19999981,3.55E-12,0
769,3.16E-13,11.80000019,1.08E-12,0
770,1.00E-07,11.5,3.07E-12,0
771,6.31E-08,13.5,3.07E-12,0
772,5.01E-11,11.80000019,3.55E-12,0
773,3.98E-13,9.5,1.10E-12,0
774,3.16E-16,-3.5,1.88E-12,0
775,3.16E-11,11.80000019,3.55E-12,0
776,1.00E-13,11.80000019,1.10E-12,0
777,1.26E-13,-11.19999981,3.07E-12,0
778,6.31E-11,10,3.55E-12,0
779,5.01E-16,-2,1.88E-12,0
780,6.31E-08,13.80000019,3.07E-12,0
781,6.31E-11,10,3.55E-12,0
782,1.00E-07,13.5,3.07E-12,0
783,5.01E-16,-5.199999809,1.88E-12,0
784,2.51E-13,10,1.10E-12,0
785,7.94E-08,9,3.07E-12,0
786,3.98E-16,-5,1.88E-12,0
787,5.01E-11,8,3.55E-12,0
788,2.00E-13,7.800000191,1.10E-12,0
789,2.51E-11,11.5,3.55E-12,0
790,3.16E-08,12.80000019,3.07E-12,0
791,7.94E-14,9.800000191,1.10E-12,0
792,7.94E-08,14.19999981,3.07E-12,0
793,2.00E-13,10.19999981,1.10E-12,0
794,6.31E-11,9,3.55E-12,0
795,7.94E-16,-1.200000048,1.88E-12,0
796,3.16E-13,10,1.10E-12,0
797,1.00E-07,11,3.07E-12,0
798,1.00E-07,9.199999809,3.07E-12,0
799,2.00E-13,7.800000191,1.10E-12,0
800,5.01E-16,-5.199999809,1.88E-12,0
801,1.00E-07,12.5,3.07E-12,0
802,1.26E-15,-2.200000048,1.88E-12,0
803,2.51E-13,10.5,1.10E-12,0
804,2.51E-13,10,1.10E-12,0
805,5.01E-08,13.80000019,3.07E-12,0
806,5.01E-08,9,3.07E-12,0
807,1.26E-10,8.5,3.55E-12,0
808,3.16E-16,-5.199999809,1.88E-12,0
809,3.16E-13,9.5,1.10E-12,0
810,6.31E-08,11.80000019,3.07E-12,0
811,7.94E-16,-2.5,1.88E-12,0
812,3.16E-14,9,1.10E-12,0
813,6.31E-08,11.5,3.07E-12,0
814,5.01E-12,9.800000191,3.55E-12,0
815,3.16E-14,7.800000191,1.10E-12,0
816,5.01E-08,8.800000191,3.07E-12,0
817,5.01E-12,7.800000191,3.55E-12,0
818,5.01E-08,10.80000019,3.07E-12,0
819,5.01E-14,8,1.10E-12,0
820,1.00E-15,-2,1.88E-12,0
821,1.00E-07,8.800000191,3.07E-12,0
822,3.16E-13,7.199999809,1.10E-12,0
823,3.16E-08,13.19999981,3.07E-12,0
824,1.26E-13,12.19999981,1.10E-12,0
825,3.16E-13,9,1.10E-12,0
826,7.94E-08,14,3.07E-12,0
827,2.51E-13,10,1.10E-12,0
828,1.26E-15,-2,1.88E-12,0
829,6.31E-08,13.5,3.07E-12,0
830,2.00E-13,-10.80000019,3.07E-12,0
831,5.01E-16,-5.800000191,1.88E-12,0
832,3.16E-11,9.199999809,3.55E-12,0
833,2.51E-13,9.800000191,1.10E-12,0
834,5.01E-14,-11.80000019,3.07E-12,0
835,6.31E-14,12,1.10E-12,0
836,7.94E-16,0.5,1.88E-12,0
837,7.94E-08,10.80000019,3.07E-12,0
838,3.16E-11,11.19999981,3.55E-12,0
839,1.00E-15,0,1.88E-12,0
840,5.01E-14,9.199999809,1.10E-12,0
841,3.16E-08,14,3.07E-12,0
842,1.00E-10,10,3.55E-12,0
843,1.26E-08,13.80000019,3.07E-12,0
844,3.16E-16,-3.200000048,1.88E-12,0
845,2.00E-14,9.800000191,1.10E-12,0
846,1.00E-15,-0.5,1.88E-12,0
847,3.16E-08,12,3.07E-12,0
848,1.00E-15,-0.5,1.88E-12,0
849,1.58E-13,11.5,1.10E-12,0
850,7.94E-08,13.19999981,3.07E-12,0
851,2.00E-11,8.199999809,3.55E-12,0
852,1.00E-15,-2.5,1.88E-12,0
853,3.16E-08,11.80000019,3.07E-12,0
854,1.00E-13,9.5,1.10E-12,0
855,1.26E-15,-0.8000000119,1.88E-12,0
856,1.00E-07,11.5,3.07E-12,0
857,6.31E-14,9,1.10E-12,0
858,6.31E-11,8.800000191,3.55E-12,0
859,6.31E-08,10.5,3.07E-12,0
860,5.01E-16,-1.200000048,1.88E-12,0
861,5.01E-08,12.80000019,3.07E-12,0
862,2.00E-11,11.5,3.55E-12,0
863,2.00E-13,12,3.35E-12,0
864,7.94E-12,10.19999981,3.18E-12,0
865,5.01E-16,-5.199999809,1.88E-12,0
866,5.01E-16,-4,1.88E-12,0
867,1.00E-12,14,3.35E-12,0
868,3.16E-11,10.80000019,3.18E-12,0
869,3.16E-11,11,3.18E-12,0
870,1.26E-12,11.19999981,3.35E-12,0
871,3.16E-16,-4,1.88E-12,0
872,1.26E-14,8.199999809,4.48E-12,0
873,1.26E-10,8.5,3.18E-12,0
874,1.26E-12,11.80000019,3.35E-12,0
875,1.58E-14,7.199999809,4.48E-12,0
876,7.94E-11,9.199999809,3.18E-12,0
877,5.01E-13,13.19999981,3.35E-12,0
878,7.94E-13,9,3.35E-12,0
879,5.01E-16,-3,1.88E-12,0
880,5.01E-15,8.199999809,4.48E-12,0
881,1.00E-12,10.80000019,3.35E-12,0
882,5.01E-11,10,3.18E-12,0
883,1.26E-14,8.800000191,4.48E-12,0
884,7.94E-16,-2,1.88E-12,0
885,5.01E-13,13,3.35E-12,0
886,2.00E-13,13.5,3.35E-12,0
887,3.16E-16,-2,1.88E-12,0
888,3.16E-12,11,3.18E-12,0
889,5.01E-14,10,3.35E-12,0
890,2.51E-16,-1,1.88E-12,0
891,2.00E-15,8,4.48E-12,0
892,3.16E-16,-2,1.88E-12,0
893,7.94E-13,8.800000191,3.35E-12,0
894,5.01E-15,7.5,4.48E-12,0
895,7.94E-11,7.800000191,3.18E-12,0
896,3.98E-16,-4,1.88E-12,0
897,7.94E-12,9.800000191,3.18E-12,0
898,1.26E-15,7.800000191,4.48E-12,0
899,3.16E-13,13.5,3.35E-12,0
900,3.16E-11,10,3.18E-12,0
901,3.16E-16,-4.800000191,1.88E-12,0
902,1.26E-12,11.5,3.35E-12,0
903,5.01E-11,10.19999981,3.18E-12,0
904,3.98E-15,7.199999809,4.48E-12,0
905,3.98E-16,-5.5,1.88E-12,0
906,5.01E-13,14,3.35E-12,0
907,1.26E-10,10,3.18E-12,0
908,1.00E-12,12.5,3.35E-12,0
909,1.00E-14,7.800000191,4.48E-12,0
910,7.94E-13,11.5,3.35E-12,0
911,3.98E-16,-6.199999809,1.88E-12,0
912,5.01E-15,7.199999809,4.48E-12,0
913,3.98E-16,-3.200000048,1.88E-12,0
914,1.00E-12,9.800000191,3.35E-12,0
915,3.16E-16,-5.199999809,1.88E-12,0
916,1.26E-14,8.800000191,4.48E-12,0
917,7.94E-11,10.5,3.18E-12,0
918,2.00E-13,12,3.35E-12,0
919,6.31E-16,-3.200000048,1.88E-12,0
920,5.01E-15,8.5,4.48E-12,0
921,6.31E-11,8.5,3.18E-12,0
922,1.26E-12,9.5,3.35E-12,0
923,7.94E-11,9,3.18E-12,0
924,7.94E-15,7,4.48E-12,0
925,3.98E-16,-3.799999952,1.88E-12,0
926,6.31E-11,9.800000191,3.18E-12,0
927,5.01E-16,-3.5,1.88E-12,0
928,1.26E-12,10,3.35E-12,0
929,3.98E-16,-4.5,1.88E-12,0
930,1.00E-12,8.199999809,3.35E-12,0
931,3.98E-16,-3.799999952,1.88E-12,0
932,7.94E-15,6.5,4.48E-12,0
933,7.94E-11,10.19999981,3.18E-12,0
934,3.16E-14,7,4.48E-12,0
935,1.26E-12,13.5,3.35E-12,0
936,5.01E-13,13,3.35E-12,0
937,7.94E-16,-2.200000048,1.88E-12,0
938,3.98E-15,5.199999809,4.48E-12,0
939,7.94E-16,-0.5,1.88E-12,0
940,1.00E-12,11.80000019,3.35E-12,0
941,3.98E-15,6.800000191,4.48E-12,0
942,6.31E-15,7,4.48E-12,0
943,1.00E-12,10,3.35E-12,0
944,5.01E-16,-3.5,1.88E-12,0
945,1.00E-14,7.5,4.48E-12,0
946,5.01E-16,-1.799999952,1.88E-12,0
947,1.26E-10,8.199999809,3.18E-12,0
948,6.31E-11,9.5,3.18E-12,0
949,3.98E-16,-2.5,1.88E-12,0
950,6.31E-15,7.800000191,4.48E-12,0
951,3.98E-15,7.199999809,4.48E-12,0
952,2.51E-13,10.19999981,3.35E-12,0
953,1.58E-11,10.19999981,3.18E-12,0
954,3.16E-13,9.800000191,3.35E-12,0
955,5.01E-16,-3.799999952,1.88E-12,0
956,6.31E-11,10.5,3.18E-12,0
957,7.94E-14,7.5,3.35E-12,0
958,5.01E-15,5.800000191,4.48E-12,0
959,7.94E-16,-3.200000048,1.88E-12,0
960,2.00E-12,9,3.35E-12,0
961,3.98E-15,7.800000191,4.48E-12,0
962,3.98E-16,-3.799999952,1.88E-12,0
963,2.51E-16,-1.5,1.88E-12,0
964,7.94E-14,12,3.35E-12,0
965,1.26E-15,7.5,4.48E-12,0
966,7.94E-14,9.800000191,8.45E-15,0
967,1.26E-12,9.5,3.65E-15,0
968,1.58E-14,7,3.64E-15,0
969,2.00E-12,10,4.67E-15,0
970,2.00E-12,8.800000191,3.64E-15,0
971,1.58E-14,5.5,2.33E-16,0
972,2.51E-14,8,2.45E-16,0
973,6.31E-14,10.19999981,6.78E-16,0
974,7.94E-14,6,3.64E-15,0
975,2.51E-13,9.5,6.94E-15,0
976,6.31E-12,9.5,3.65E-15,0
977,1.26E-15,6.800000191,2.33E-16,0
978,2.51E-13,8.199999809,6.94E-15,0
979,5.01E-13,8.5,3.64E-15,0
980,2.00E-14,6.199999809,3.64E-15,0
981,2.00E-13,8,3.65E-15,0
982,5.01E-12,11.19999981,3.65E-15,0
983,1.26E-12,10.19999981,4.67E-15,0
984,7.94E-13,9,3.64E-15,0
985,5.01E-15,5.5,3.64E-15,0
986,5.01E-15,7.5,2.33E-16,0
987,3.16E-12,-4.199999809,3.64E-15,0
988,3.98E-16,-10.5,3.74E-15,0
989,3.16E-16,-6.800000191,3.74E-15,0
990,2.00E-12,7,3.65E-15,0
991,1.26E-12,8.800000191,1.08E-15,0
992,1.26E-12,7.800000191,1.17E-15,0
993,3.16E-09,9.199999809,3.46E-15,0
994,5.01E-12,7.800000191,1.17E-15,0
995,1.58E-14,6.5,2.33E-16,0
996,3.16E-09,8.5,3.46E-15,0
997,1.00E-13,8.800000191,6.78E-16,0
998,2.00E-12,7.800000191,3.65E-15,0
999,3.16E-09,10.5,3.46E-15,0
1000,3.98E-14,8.800000191,3.64E-15,0
1001,5.01E-12,10.5,3.65E-15,0
1002,1.26E-11,11.80000019,4.67E-15,0
1003,1.58E-12,12,3.64E-15,0
1004,5.01E-13,-14,6.16E-14,0
1005,3.16E-14,-5.800000191,1.01E-11,0
1006,1.58E-11,9.5,1.65E-13,0
1007,2.51E-14,-10,3.41E-14,0
1008,2.00E-14,-8.5,5.11E-13,0
1009,3.16E-11,9.5,2.83E-13,0
1010,5.01E-16,-14,4.25E-16,0
1011,7.94E-16,7,2.38E-12,0
1012,7.94E-14,11.19999981,6.87E-13,0
1013,2.00E-13,12.5,3.95E-13,0
1014,5.01E-13,11.5,4.86E-13,0
1015,1.26E-13,11.19999981,6.87E-13,0
1016,1.00E-15,7,2.38E-12,0
1017,3.98E-16,-14.19999981,4.25E-16,0
1018,1.26E-12,12.5,3.95E-13,0
1019,7.94E-12,10.19999981,1.81E-12,0
1020,3.16E-13,11.80000019,4.86E-13,0
1021,3.98E-12,11.80000019,1.81E-12,0
1022,3.16E-13,11.19999981,2.38E-12,0
1023,5.01E-14,12.19999981,6.87E-13,0
1024,3.16E-16,-11.80000019,4.25E-16,0
1025,2.00E-13,11,4.86E-13,0
1026,1.26E-13,8.800000191,6.87E-13,0
1027,1.00E-12,7.5,4.86E-13,0
1028,1.00E-12,7.800000191,2.38E-12,0
1029,1.26E-12,8.800000191,3.95E-13,0
1030,1.26E-11,7.199999809,1.81E-12,0
1031,7.94E-14,8.800000191,6.87E-13,0
1032,3.98E-13,9,2.38E-12,0
1033,5.01E-16,-15.5,4.25E-16,0
1034,7.94E-13,10.19999981,3.95E-13,0
1035,5.01E-14,11.80000019,6.87E-13,0
1036,3.98E-12,10.19999981,1.81E-12,0
1037,2.51E-13,10.19999981,2.38E-12,0
1038,7.94E-13,9.800000191,4.86E-13,0
1039,5.01E-12,10.80000019,1.81E-12,0
1040,1.00E-12,8.5,3.95E-13,0
1041,7.94E-15,6.800000191,2.38E-12,0
1042,1.26E-12,12,3.95E-13,0
1043,1.26E-13,10.80000019,6.87E-13,0
1044,2.00E-11,9.199999809,1.81E-12,0
1045,1.00E-12,11.80000019,4.86E-13,0
1046,3.16E-15,7.5,2.38E-12,0
1047,7.94E-16,-15.19999981,4.25E-16,0
1048,1.26E-12,10.5,3.95E-13,0
1049,2.00E-13,11,6.87E-13,0
1050,7.94E-13,8.199999809,4.86E-13,0
1051,7.94E-13,9.5,4.86E-13,0
1052,1.00E-13,10.5,6.87E-13,0
1053,1.00E-12,8.800000191,2.38E-12,0
1054,2.00E-11,9,1.81E-12,0
1055,1.26E-12,9.5,4.86E-13,0
1056,2.51E-15,6.5,2.38E-12,0
1057,1.26E-12,11.5,3.95E-13,0
1058,1.26E-13,10.19999981,6.87E-13,0
1059,1.26E-12,10,2.38E-12,0
1060,1.00E-13,10.5,6.87E-13,0
1061,3.16E-11,9.5,1.81E-12,0
1062,1.26E-12,8.800000191,4.86E-13,0
1063,1.00E-11,12,1.81E-12,0
1064,1.00E-12,9.199999809,4.86E-13,0
1065,2.00E-15,6.800000191,2.38E-12,0
1066,1.26E-12,11.80000019,3.95E-13,0
1067,7.94E-13,10.5,3.95E-13,0
1068,7.94E-12,11.5,1.81E-12,0
1069,7.94E-14,12.19999981,6.87E-13,0
1070,7.94E-13,9.199999809,4.86E-13,0
1071,7.94E-13,8.5,3.95E-13,0
1072,1.26E-11,6,1.81E-12,0
1073,1.00E-13,8.199999809,6.87E-13,0
1074,7.94E-13,7.800000191,4.86E-13,0
1075,3.16E-13,8.5,4.86E-13,0
1076,7.94E-12,11,1.81E-12,0
1077,7.94E-14,11,6.87E-13,0
1078,1.58E-12,9,3.95E-13,0
1079,6.31E-14,10.5,6.87E-13,0
1080,3.16E-13,10,2.38E-12,0
1081,1.26E-12,8,3.95E-13,0
1082,1.58E-12,9.5,4.86E-13,0
1083,7.94E-13,9.5,1.81E-12,0
1084,2.00E-13,9,4.86E-13,0
1085,3.16E-16,7,2.38E-12,0
1086,5.01E-14,9.800000191,6.87E-13,0
1087,5.01E-13,10,3.95E-13,0
1088,2.00E-14,11.5,6.87E-13,0
1089,1.26E-13,9.800000191,2.38E-12,0
1090,3.98E-12,11,1.81E-12,0
1091,1.26E-13,8.199999809,4.86E-13,0
1092,1.00E-13,10,6.87E-13,0
1093,1.00E-12,10.19999981,3.95E-13,0
1094,3.16E-14,9.5,6.87E-13,0
1095,3.98E-13,12.80000019,4.86E-13,0
1096,1.26E-12,10,3.95E-13,0
1097,3.16E-13,12,2.38E-12,0
1098,1.58E-11,8.800000191,1.81E-12,0
1099,5.01E-14,11.80000019,6.87E-13,0
1100,1.58E-14,10.5,4.86E-13,0
1101,1.26E-12,10,3.95E-13,0
1102,2.51E-16,2,2.38E-12,0
1103,2.51E-11,10.19999981,1.81E-12,0
1104,7.94E-14,1.799999952,7.89E-20,0
1105,1.00E-12,9.800000191,7.87E-20,0
1106,1.58E-13,5.5,7.88E-20,0
1107,2.00E-13,6.199999809,7.89E-20,0
1108,3.16E-14,12.5,7.29E-13,0
1109,1.26E-13,4.5,7.88E-20,0
1110,5.01E-13,8.5,7.87E-20,0
1111,3.98E-14,-2.200000048,7.89E-20,0
1112,3.16E-13,12.19999981,7.29E-13,0
1113,2.51E-14,-12,7.87E-20,0
1114,1.26E-13,11.80000019,2.51E-11,0
1115,1.00E-10,10.19999981,6.14E-13,0
1116,1.26E-06,10.80000019,8.24E-12,0
1117,5.01E-13,12.80000019,2.51E-11,0
1118,2.00E-07,11.19999981,8.24E-12,0
1119,1.58E-11,10.5,6.14E-13,0
1120,2.00E-13,10.19999981,2.51E-11,0
1121,5.01E-11,11.80000019,6.14E-13,0
1122,3.16E-13,10.5,2.51E-11,0
1123,5.01E-08,10.5,8.24E-12,0
1124,3.16E-08,11.5,4.16E-12,0
1125,6.31E-11,7.800000191,6.14E-13,0
1126,5.01E-13,7,1.66E-12,0
1127,1.00E-06,12.19999981,8.24E-12,0
1128,7.94E-13,12.19999981,1.66E-12,0
1129,5.01E-08,13.80000019,4.16E-12,0
1130,2.00E-12,14.19999981,2.51E-11,0
1131,3.16E-07,13.80000019,8.24E-12,0
1132,3.16E-13,13.5,1.66E-12,0
1133,2.00E-11,14.80000019,6.14E-13,0
1134,3.98E-12,11.80000019,2.51E-11,0
1135,1.00E-06,10.19999981,8.24E-12,0
1136,6.31E-08,12.80000019,4.16E-12,0
1137,6.31E-12,10.5,2.51E-11,0
1138,1.00E-06,12.80000019,8.24E-12,0
1139,3.16E-12,9.5,2.51E-11,0
1140,2.00E-07,8.800000191,4.16E-12,0
1141,1.00E-13,11.80000019,1.66E-12,0
1142,3.16E-11,10.19999981,6.14E-13,0
1143,6.31E-08,12.80000019,4.16E-12,0
1144,7.94E-08,15,4.16E-12,0
1145,3.98E-12,13.5,2.51E-11,0
1146,3.98E-13,12,1.66E-12,0
1147,5.01E-12,9.5,2.51E-11,0
1148,1.00E-06,13.80000019,8.24E-12,0
1149,1.00E-13,11,1.66E-12,0
1150,5.01E-14,11.80000019,1.66E-12,0
1151,1.00E-12,12.5,2.51E-11,0
1152,2.00E-09,10.80000019,4.16E-12,0
1153,2.00E-07,12.5,8.24E-12,0
1154,7.94E-14,11,1.66E-12,0
1155,7.94E-13,14.5,2.51E-11,0
1156,3.16E-09,12.19999981,4.16E-12,0
1157,5.01E-14,13.80000019,1.66E-12,0
1158,3.16E-13,-11.19999981,8.24E-12,0
1159,1.00E-12,10,2.51E-11,0
1160,5.01E-15,4.199999809,1.35E-15,0
1161,1.58E-14,7.800000191,1.51E-15,0
1162,3.16E-09,10.19999981,3.63E-16,0
1163,7.94E-13,8.5,4.09E-16,0
1164,2.51E-13,8.5,3.61E-16,0
1165,3.98E-12,7.5,3.70E-16,0
1166,5.01E-13,9.5,4.09E-16,0
1167,3.16E-09,10,3.63E-16,0
1168,7.94E-15,9.800000191,1.51E-15,0
1169,1.00E-15,-9.199999809,3.68E-16,0
1170,3.98E-12,10.80000019,3.70E-16,0
1171,3.16E-16,-3.200000048,1.54E-15,0
1172,2.00E-15,-3.5,3.68E-16,0
1173,3.16E-16,4.5,1.35E-15,0
1174,5.01E-13,8.199999809,3.70E-16,0
1175,1.00E-12,8,3.61E-16,0
1176,3.98E-09,8.800000191,3.63E-16,0
1177,2.51E-12,8.199999809,3.60E-16,0
1178,1.26E-12,8,4.09E-16,0
1179,1.58E-14,7.5,4.30E-16,0
1180,1.26E-12,6.5,3.61E-16,0
1181,1.26E-09,9,3.63E-16,0
1182,6.31E-15,7.800000191,4.30E-16,0
1183,1.58E-14,7,4.35E-16,0
1184,1.26E-15,7.199999809,4.27E-16,0
1185,1.26E-14,8.800000191,3.61E-16,0
1186,3.98E-12,13.80000019,3.64E-15,0
1187,3.16E-12,12.80000019,4.47E-16,0
1188,7.94E-14,-15,3.54E-13,0
1189,1.00E-07,14,4.03E-12,0
1190,1.58E-08,10.19999981,1.93E-14,0
1191,3.98E-12,14.19999981,1.60E-16,0
1192,5.01E-12,9.800000191,2.91E-14,0
1193,7.94E-08,14,4.03E-12,0
1194,3.98E-10,10.80000019,5.17E-11,0
1195,5.01E-14,-9.199999809,4.02E-13,0
1196,3.16E-12,8.199999809,2.91E-14,0
1197,2.00E-12,9.800000191,2.77E-14,0
1198,5.01E-14,-6.5,4.02E-13,0
1199,1.26E-08,8.800000191,1.93E-14,0
1200,1.00E-13,-9.800000191,1.13E-12,0
1201,3.16E-12,10.19999981,1.60E-16,0
1202,1.00E-12,8.5,1.65E-16,0
1203,5.01E-14,-7,4.02E-13,0
1204,2.51E-10,7.800000191,5.17E-11,0
1205,7.94E-08,8.800000191,1.93E-14,0
1206,5.01E-13,11,1.60E-16,0
1207,1.26E-12,9.800000191,1.94E-15,0
1208,1.00E-12,13.19999981,4.47E-16,0
1209,3.16E-12,11,2.08E-15,0
1210,5.01E-11,10.19999981,5.17E-11,0
1211,3.16E-15,-13.19999981,9.56E-14,0
1212,2.00E-12,10.80000019,1.60E-16,0
1213,7.94E-15,5.800000191,6.39E-12,0
1214,2.51E-08,13,1.93E-14,0
